10.31281376,1.92882903,-8.36970892,7
6.71448488,4.49829188,4.97194621,15
6.01445899,5.47381408,5.19759768,15
-4.79742632,4.72937636,-2.35469066,2
8.59994750,1.33717656,-7.85204898,7
8.70403779,-6.73975042,7.22790569,9
-4.71119562,-2.20354639,-0.81306776,11
3.69626090,-2.06429982,-2.50060574,3
10.82267469,3.31635416,-8.44502355,7
-5.60265419,-2.54861560,0.62451078,11
8.88732082,1.17520308,-7.37019758,7
3.15135508,7.15247789,3.12076533,4
-3.29536844,7.31139508,-3.85648734,2
4.15718433,-0.74461850,2.41327876,0
-4.80083090,-1.81082057,1.11512328,11
-5.56861987,5.40237042,-0.16887983,12
-6.04589916,3.97172500,-2.35294200,12
-2.75501712,6.76520314,-3.76634420,2
0.72310740,-1.28485186,-0.70016219,10
9.73443630,3.35685937,-9.07350148,7
6.45339903,6.97760222,-1.53971982,8
4.88905888,-3.13734611,2.49690123,0
4.41052913,-0.93704939,3.11670618,0
-4.35770115,-2.29453392,-0.89809918,11
-6.35990703,4.69383421,-4.19197852,12
-4.14975208,7.57023411,-4.00057302,2
9.47347382,-7.94747320,2.34308145,1
10.73401423,-6.31052801,7.44716604,13
7.61100651,7.30563543,4.43995323,15
9.08104378,8.73730628,-2.60149429,8
2.94960275,-1.44118262,-0.60313154,3
4.46002162,-1.45779042,-1.44384151,3
8.64065636,-7.64646986,9.51694389,13
10.93047665,-8.83815229,8.18284082,13
3.91327816,7.79277605,-10.63661540,5
3.36730530,-2.96148424,2.55410757,0
8.52034091,1.70654382,-8.30028317,7
-3.35318149,6.01519303,-2.69822863,2
8.11741746,-6.67247001,9.40707307,9
3.03858524,7.88190160,-9.34705500,5
10.62419830,0.30254700,-7.28967244,7
9.61337078,-7.83956257,-3.34473577,6
-4.88720339,5.37156930,-5.04682650,2
8.97516108,6.12084637,6.02350680,15
3.48463010,-0.38270522,-0.20930828,3
4.57302044,6.05001996,2.44519576,4
3.66162408,7.45817449,3.81366677,4
1.15164938,-0.15981933,0.22030195,10
9.69847849,0.29997760,-8.72361610,7
13.34947859,-7.55736257,2.26603599,1
4.74966539,6.86926096,3.10327295,4
-4.94999356,4.46761404,-7.17067079,2
3.18638664,-1.77178103,3.01555346,0
9.96046394,1.43071012,-9.30006186,7
4.17476253,-1.51755817,3.97936721,0
10.38660272,-8.46983373,2.91146706,1
10.17702380,-7.53071932,0.62404755,1
7.29953167,5.89349930,4.66191333,15
4.29538363,4.63466411,4.47246410,4
11.08275040,-7.08668023,-4.59945533,6
8.77914850,-8.22945387,3.58157440,1
8.01944739,-6.87089356,9.81363456,9
10.63005703,-7.76544776,3.61853977,1
4.00832912,-1.25334795,3.14725107,0
-4.32508904,-1.76004831,0.49289463,11
8.80948281,-5.45832300,8.28801068,9
10.12503721,-7.67205587,-2.91890453,6
5.71167872,8.88634030,3.15110313,4
7.97620936,0.77619793,-8.66806251,7
3.62643623,8.44698481,-7.90556866,5
2.47701069,9.02831043,-6.92601091,5
8.66573703,-7.78739674,-2.88171281,6
-5.04323348,3.99070072,-4.42393387,12
8.57243038,-6.84924122,8.81735349,13
4.96266615,-0.92005996,-2.17585536,3
2.84586196,9.62385971,-8.28691451,5
9.60841385,7.50893985,5.33917359,15
9.36546836,1.81006514,6.53236817,14
-7.64655437,4.42839811,-4.08003626,12
-4.57831273,5.13869646,-3.55579442,12
3.90052645,-2.91912950,-0.46314761,3
9.21627821,8.08931708,-1.05350773,8
10.51800507,-8.63330592,11.54661966,13
3.28770944,7.00539761,2.39291682,4
3.53029254,7.66610537,-9.67812987,5
4.91052914,5.08110754,3.55697031,4
8.15207648,8.79710768,-0.25943636,8
-4.27007726,-1.76349575,-1.10283467,11
-5.31077487,-1.30522004,0.05931091,11
10.55138385,-8.08802103,9.65420797,13
8.37021187,-0.04633640,-8.05719373,7
8.96911745,-8.26267904,8.10779979,13
9.54402995,-7.36364709,1.84546446,1
8.94203695,3.31375379,6.95317769,14
9.86044011,-7.39978185,8.81306436,13
10.44102853,-8.88597687,8.97178942,13
6.11483642,-3.33133213,2.46220106,0
3.99922618,-2.19246238,-0.02623343,3
8.31766013,8.18438742,-2.35087968,8
3.61274773,5.96531113,3.23480050,4
7.22832324,9.51553118,-0.70490653,8
4.46780573,-0.84029691,2.70770516,0
2.18564246,-1.67452850,0.77634283,10
6.93858173,-5.82274545,9.38067620,9
4.99092680,6.15063596,3.74069953,4
9.31640352,-7.70757398,2.81945091,1
5.93645811,-0.65663359,3.68861435,0
8.94428850,-6.44490919,9.97939668,9
8.99927078,7.61585807,-1.15714903,8
8.75446288,-6.72379848,-2.94897588,6
-0.27146577,-1.42444125,-0.54181378,10
10.03673879,-8.40723899,2.20478884,1
-3.91433303,2.70673656,-3.11498351,12
10.32931265,-7.80716835,-2.90305229,6
4.90067518,-2.83632536,4.36179446,0
10.06325717,0.25717840,-8.19503344,7
4.84352049,7.45366381,-7.52697647,5
7.27123496,6.40964309,7.20911370,15
9.28078885,-9.49279908,-3.57872912,6
-2.56623462,-1.34009046,0.93976901,10
5.86903683,-3.84617447,9.51057941,9
10.76476172,8.94840133,-2.88813028,8
2.09952665,6.78409108,4.81541435,4
-5.90199225,3.96261408,-3.06960144,12
8.65418004,1.37144251,-8.75854506,7
9.13410864,-6.30106163,8.33728934,9
3.15166577,7.17915358,2.09360615,4
7.93595444,7.71577728,-0.31614119,8
6.96809127,-6.43304880,-4.15892436,6
8.19903018,7.12275332,4.71975629,15
7.39130395,6.73404024,6.15396781,15
-3.90011152,6.95314427,-2.88177862,2
